right,difdemshare,demsharenext,demwinnext,demshareprev,demwinprev,demofficeexp,othofficeexp,demelectexp,othelectexp,y1,y2,x,r,z.1,z.2,z.3,z.4,z.5,z.6
1,0.9340643,0.9544772,1,0.962896,1,3,0,3,0,0.9544772,1,0.9340643,1,0.962896,1,3,0,3,0
0,-0.1604763,0.4149719,0,0.3415849,0,0,1,0,1,0.4149719,0,-0.1604763,0,0.3415849,0,0,1,0,1
0,-0.0032144,0.4908406,0,0.407496,0,0,4,0,4,0.4908406,0,-0.0032144,0,0.407496,0,0,4,0,4
0,-0.0183189,0.4609568,0,0.4983928,0,0,5,1,5,0.4609568,0,-0.0183189,0,0.4983928,0,0,5,1,5
0,-0.0780865,0.3980829,0,0.4908406,0,0,0,2,0,0.3980829,0,-0.0780865,0,0.4908406,0,0,0,2,0
0,-0.6654129,0.4623191,0,0.3133266,0,0,3,0,3,0.4623191,0,-0.6654129,0,0.3133266,0,0,3,0,3
0,-0.0148169,0.5168282,1,0.0499971,0,0,0,1,0,0.5168282,1,-0.0148169,0,0.0499971,0,0,0,1,0
1,0.0888038,0.6200602,1,0.4623191,0,0,0,0,0,0.6200602,1,0.0888038,1,0.4623191,0,0,0,0,0
1,0.3215811,0.6557481,1,0.6027021,1,8,0,10,2,0.6557481,1,0.3215811,1,0.6027021,1,8,0,10,2
1,0.4516941,0.5424916,1,0.5773999,1,9,0,11,0,0.5424916,1,0.4516941,1,0.5773999,1,9,0,11,0
1,0.2116525,0.3498507,0,0.6557481,1,10,0,12,2,0.3498507,0,0.2116525,1,0.6557481,1,10,0,12,2
1,0.6475519,0.8546854,1,0.7316604,1,4,0,5,0,0.8546854,1,0.6475519,1,0.7316604,1,4,0,5,0
1,0.7145926,0.8436634,1,0.814567,1,5,0,6,0,0.8436634,1,0.7145926,1,0.814567,1,5,0,6,0
1,0.6873268,0.8045226,1,0.8546854,1,6,0,7,0,0.8045226,1,0.6873268,1,0.8546854,1,6,0,7,0
1,0.5972227,0.8498158,1,0.8013335,1,3,0,3,0,0.8498158,1,0.5972227,1,0.8013335,1,3,0,3,0
1,0.7164792,0.8800117,1,0.7760561,1,4,0,4,0,0.8800117,1,0.7164792,1,0.7760561,1,4,0,4,0
0,-0.0515002,0.5780485,1,0.5419394,1,0,0,0,0,0.5780485,1,-0.0515002,0,0.5419394,1,0,0,0,0
1,0.7599763,0.5798358,1,0.9263452,1,2,0,2,0,0.5798358,1,0.7599763,1,0.9263452,1,2,0,2,0
1,0.1596716,0.5936902,1,0.8683005,1,0,0,0,0,0.5936902,1,0.1596716,1,0.8683005,1,0,0,0,0
1,0.2555231,0.5833863,1,0.5798358,1,1,0,1,0,0.5833863,1,0.2555231,1,0.5798358,1,1,0,1,0
1,0.7419407,0.7404841,1,0.6964486,1,9,0,9,2,0.7404841,1,0.7419407,1,0.6964486,1,9,0,9,2
1,0.5654306,0.8077325,1,0.8463231,1,10,0,10,0,0.8077325,1,0.5654306,1,0.8463231,1,10,0,10,0
1,0.6508437,0.8676114,1,0.7404841,1,11,0,11,0,0.8676114,1,0.6508437,1,0.7404841,1,11,0,11,0
1,0.5790097,0.7508065,1,0.6993918,1,3,0,3,0,0.7508065,1,0.5790097,1,0.6993918,1,3,0,3,0
1,0.5518532,0.467485,0,0.7671618,1,4,0,4,0,0.467485,0,0.5518532,1,0.7671618,1,4,0,4,0
0,-0.0650301,0.4267122,0,0.7508065,1,0,0,0,1,0.4267122,0,-0.0650301,0,0.7508065,1,0,0,0,1
1,0.7992484,0.9350635,1,0.9886411,1,3,0,3,0,0.9350635,1,0.7992484,1,0.9886411,1,3,0,3,0
1,0.8815826,0.9106147,1,0.8923677,1,4,0,4,0,0.9106147,1,0.8815826,1,0.8923677,1,4,0,4,0
1,0.8410566,0.9320521,1,0.9350635,1,5,0,5,0,0.9320521,1,0.8410566,1,0.9350635,1,5,0,5,0
1,0.1633584,0.6364028,1,0.5555177,1,3,0,3,0,0.6364028,1,0.1633584,1,0.5555177,1,3,0,3,0
1,0.3161015,0.8276544,1,0.572704,1,4,0,4,0,0.8276544,1,0.3161015,1,0.572704,1,4,0,4,0
1,0.544853,0.6642265,1,0.7139151,1,1,0,1,0,0.6642265,1,0.544853,1,0.7139151,1,1,0,1,0
1,0.4914674,0.6844043,1,0.6599279,1,4,0,4,0,0.6844043,1,0.4914674,1,0.6599279,1,4,0,4,0
1,0.3688086,0.7313183,1,0.7457337,1,0,0,0,0,0.7313183,1,0.3688086,1,0.7457337,1,0,0,0,0
1,0.4626366,0.7242934,1,0.6844043,1,1,0,1,0,0.7242934,1,0.4626366,1,0.6844043,1,1,0,1,0
1,0.4870108,0.5775557,1,0.5850113,1,4,0,4,1,0.5775557,1,0.4870108,1,0.5850113,1,4,0,4,1
1,0.3151921,0.5326341,1,0.6887053,1,5,0,5,2,0.5326341,1,0.3151921,1,0.6887053,1,5,0,5,2
1,0.200544,0.522603,1,0.5775557,1,6,0,6,0,0.522603,1,0.200544,1,0.5775557,1,6,0,6,0
1,0.9374396,0.9702691,1,0.9600806,1,2,0,2,0,0.9702691,1,0.9374396,1,0.9600806,1,2,0,2,0
1,0.9473121,0.9635431,1,0.9687198,1,3,0,3,0,0.9635431,1,0.9473121,1,0.9687198,1,3,0,3,0
1,0.9369586,0.962072,1,0.9702691,1,4,0,4,0,0.962072,1,0.9369586,1,0.9702691,1,4,0,4,0
1,0.8963916,0.9016426,1,0.9367475,1,8,0,8,0,0.9016426,1,0.8963916,1,0.9367475,1,8,0,8,0
1,0.8307019,0.5601591,1,0.9481958,1,9,0,9,1,0.5601591,1,0.8307019,1,0.9481958,1,9,0,9,1
1,0.288247,0.6120571,1,0.9016426,1,0,0,0,0,0.6120571,1,0.288247,1,0.9016426,1,0,0,0,0
0,-0.1532794,0.3940507,0,0.3994339,0,12,0,14,0,0.3940507,0,-0.1532794,0,0.3994339,0,12,0,14,0
0,-0.0689768,0.3359193,0,0.3676167,0,0,1,0,1,0.3359193,0,-0.0689768,0,0.3676167,0,0,1,0,1
1,0.3138523,0.6211954,1,0.6108181,1,1,0,1,1,0.6211954,1,0.3138523,1,0.6108181,1,1,0,1,1
1,0.3657556,0.637648,1,0.6021743,1,0,0,0,0,0.637648,1,0.3657556,1,0.6021743,1,0,0,0,0
1,0.2752959,0.6704948,1,0.6723517,1,0,0,0,0,0.6704948,1,0.2752959,1,0.6723517,1,0,0,0,0
1,0.3409896,0.5571662,1,0.637648,1,1,0,1,1,0.5571662,1,0.3409896,1,0.637648,1,1,0,1,1
1,0.6690915,0.747728,1,0.7258492,1,2,0,2,0,0.747728,1,0.6690915,1,0.7258492,1,2,0,2,0
1,0.5405828,0.788075,1,0.8246009,1,3,0,3,0,0.788075,1,0.5405828,1,0.8246009,1,3,0,3,0
1,0.6217735,0.7874474,1,0.747728,1,4,0,4,1,0.7874474,1,0.6217735,1,0.747728,1,4,0,4,1
1,0.631439,0.8324464,1,0.5574102,1,2,0,2,0,0.8324464,1,0.631439,1,0.5574102,1,2,0,2,0
1,0.7047063,0.8464365,1,0.7872059,1,0,0,0,0,0.8464365,1,0.7047063,1,0.7872059,1,0,0,0,0
1,0.692873,0.8239285,1,0.8324464,1,1,0,1,0,0.8239285,1,0.692873,1,0.8324464,1,1,0,1,0
1,0.043703,0.4456017,0,0.5649207,1,0,0,0,0,0.4456017,0,0.043703,1,0.5649207,1,0,0,0,0
0,-0.0930768,0.5029691,1,0.4820365,1,3,0,3,2,0.5029691,1,-0.0930768,0,0.4820365,1,3,0,3,2
1,0.0283869,0.6284249,1,0.4456017,0,0,1,0,3,0.6284249,1,0.0283869,1,0.4456017,0,0,1,0,3
0,-0.3813373,0.3763117,0,0.293959,0,0,11,0,11,0.3763117,0,-0.3813373,0,0.293959,0,0,11,0,11
0,-0.194388,0.3883212,0,0.293593,0,0,12,0,12,0.3883212,0,-0.194388,0,0.293593,0,0,12,0,12
0,-0.014278,0.3289765,0,0.3989088,0,0,1,0,1,0.3289765,0,-0.014278,0,0.3989088,0,0,1,0,1
1,0.3568756,0.6648277,1,0.3362984,0,0,0,0,0,0.6648277,1,0.3568756,1,0.3362984,0,0,0,0,0
1,0.3296554,0.7249738,1,0.6784378,1,1,0,1,0,0.7249738,1,0.3296554,1,0.6784378,1,1,0,1,0
1,0.4499476,0.7463226,1,0.6648277,1,2,0,2,0,0.7463226,1,0.4499476,1,0.6648277,1,2,0,2,0
1,0.7020386,0.8357654,1,0.674106,1,0,0,0,2,0.8357654,1,0.7020386,1,0.674106,1,0,0,0,2
1,0.6715308,0.7195906,1,0.8431473,1,1,0,1,1,0.7195906,1,0.6715308,1,0.8431473,1,1,0,1,1
1,0.5880476,0.8371422,1,0.8357654,1,0,0,0,0,0.8371422,1,0.5880476,1,0.8357654,1,0,0,0,0
1,0.9338256,0.9857221,1,0.8689904,1,2,0,2,0,0.9857221,1,0.9338256,1,0.8689904,1,2,0,2,0
1,0.9714442,0.9795902,1,0.9669128,1,3,0,3,0,0.9795902,1,0.9714442,1,0.9669128,1,3,0,3,0
1,0.9591804,0.9821418,1,0.9857221,1,0,0,0,1,0.9821418,1,0.9591804,1,0.9857221,1,0,0,0,1
0,-0.5666358,0.2124411,0,0.2476493,0,0,7,0,9,0.2124411,0,-0.5666358,0,0.2476493,0,0,7,0,9
0,-0.5527185,0.235637,0,0.2166821,0,0,8,1,10,0.235637,0,-0.5527185,0,0.2166821,0,0,8,1,10
0,-0.5139283,0.2439125,0,0.2124411,0,0,9,2,11,0.2439125,0,-0.5139283,0,0.2124411,0,0,9,2,11
1,0.3582615,0.6610512,1,0.6271572,1,3,0,3,0,0.6610512,1,0.3582615,1,0.6271572,1,3,0,3,0
1,0.3921487,0.7422129,1,0.6697844,1,4,0,4,1,0.7422129,1,0.3921487,1,0.6697844,1,4,0,4,1
1,0.5956712,0.6349318,1,0.6253576,1,1,0,1,0,0.6349318,1,0.5956712,1,0.6253576,1,1,0,1,0
1,0.5000941,0.6406493,1,0.5802144,1,2,0,2,0,0.6406493,1,0.5000941,1,0.5802144,1,2,0,2,0
1,0.3937515,0.6523665,1,0.6784524,1,0,0,0,1,0.6523665,1,0.3937515,1,0.6784524,1,0,0,0,1
1,0.4469871,0.6499467,1,0.6406493,1,1,0,1,0,0.6499467,1,0.4469871,1,0.6406493,1,1,0,1,0
1,0.6978012,0.7423647,1,0.7041404,1,2,0,2,0,0.7423647,1,0.6978012,1,0.7041404,1,2,0,2,0
1,0.5493793,0.7618726,1,0.8156343,1,3,0,3,0,0.7618726,1,0.5493793,1,0.8156343,1,3,0,3,0
1,0.6422688,0.7158571,1,0.7423647,1,0,0,0,0,0.7158571,1,0.6422688,1,0.7423647,1,0,0,0,0
1,0.761486,0.863517,1,0.7647926,1,5,0,5,0,0.863517,1,0.761486,1,0.7647926,1,5,0,5,0
1,0.75910010000000006,0.8409153,1,0.8513218,1,6,0,6,0,0.8409153,1,0.75910010000000006,1,0.8513218,1,6,0,6,0
1,0.6818305,0.8390939,1,0.863517,1,7,0,7,0,0.8390939,1,0.6818305,1,0.863517,1,7,0,7,0
0,-0.4102125,0.2716577,0,0.397169,0,0,6,1,6,0.2716577,0,-0.4102125,0,0.397169,0,0,6,1,6
0,-0.4230701,0.2667125,0,0.2752392,0,0,7,0,7,0.2667125,0,-0.4230701,0,0.2752392,0,0,7,0,7
0,-0.4415498,0.2660775,0,0.2716577,0,0,8,1,8,0.2660775,0,-0.4415498,0,0.2716577,0,0,8,1,8
0,-0.4686308,0.3952383,0,0.3457419,0,0,8,0,8,0.3952383,0,-0.4686308,0,0.3457419,0,0,8,0,8
0,-0.2095234,0.4206431,0,0.2656846,0,0,9,0,9,0.4206431,0,-0.2095234,0,0.2656846,0,0,9,0,9
1,0.6598555,0.5632679,1,0.4341899,1,1,0,1,0,0.5632679,1,0.6598555,1,0.4341899,1,1,0,1,0
1,0.6273227,0.6850349,1,0.6379514,1,3,0,3,0,0.6850349,1,0.6273227,1,0.6379514,1,3,0,3,0
1,0.46643,0.7146346,1,0.7563199,1,4,0,4,1,0.7146346,1,0.46643,1,0.7563199,1,4,0,4,1
1,0.5372043,0.7057703,1,0.6850349,1,5,0,5,0,0.7057703,1,0.5372043,1,0.6850349,1,5,0,5,0
1,0.5122377,0.7337013,1,0.5444156,1,0,0,0,0,0.7337013,1,0.5122377,1,0.5444156,1,0,0,0,0
1,0.5450687,0.7187603,1,0.713076,1,1,0,1,1,0.7187603,1,0.5450687,1,0.713076,1,1,0,1,1
1,0.4375205,0.7617053,1,0.7337013,1,2,0,2,0,0.7617053,1,0.4375205,1,0.7337013,1,2,0,2,0
0,-0.1523851,0.463726,1,0.4964609,0,0,2,1,2,0.463726,1,-0.1523851,0,0.4964609,0,0,2,1,2
1,0.0105114,0.5160844,1,0.4238074,0,0,0,0,0,0.5160844,1,0.0105114,1,0.4238074,0,0,0,0,0
1,0.0536587,0.5622148,1,0.463726,1,3,0,3,0,0.5622148,1,0.0536587,1,0.463726,1,3,0,3,0
1,0.5585538,0.9638519,1,0.7609437,1,13,0,13,2,0.9638519,1,0.5585538,1,0.7609437,1,13,0,13,2
1,0.9277037,0.6174595,1,0.7779496,1,14,0,14,0,0.6174595,1,0.9277037,1,0.7779496,1,14,0,14,0
1,0.234919,0.6406538,1,0.9638519,1,0,0,0,0,0.6406538,1,0.234919,1,0.9638519,1,0,0,0,0
0,-0.4742532,0.2603995,0,0.2815007,0,0,6,0,6,0.2603995,0,-0.4742532,0,0.2815007,0,0,6,0,6
0,-0.3830407,0,0,0.2310979,0,0,7,0,7,0,0,-0.3830407,0,0.2310979,0,0,7,0,7
1,0.2610341,0.6246055,1,0.4417528,1,0,0,0,0,0.6246055,1,0.2610341,1,0.4417528,1,0,0,0,0
1,0.3175649,0.5469361,1,0.4647998,1,4,0,4,0,0.5469361,1,0.3175649,1,0.4647998,1,4,0,4,0
1,0.2240789,0.5622762,1,0.5830546,1,5,0,5,0,0.5622762,1,0.2240789,1,0.5830546,1,5,0,5,0
1,0.2796856,0.5658497,1,0.5469361,1,6,0,6,1,0.5658497,1,0.2796856,1,0.5469361,1,6,0,6,1
0,-0.2594056,0.3340917,0,0.3590975,0,0,0,0,0,0.3340917,0,-0.2594056,0,0.3590975,0,0,0,0,0
0,-0.3048623,0.6053294,1,0.3525147,0,0,6,0,6,0.6053294,1,-0.3048623,0,0.3525147,0,0,6,0,6
1,0.2670798,0.6985792,1,0.3340917,0,0,0,0,0,0.6985792,1,0.2670798,1,0.3340917,0,0,0,0,0
1,0.1566822,0.5451064,1,0.5221497,1,0,0,0,0,0.5451064,1,0.1566822,1,0.5221497,1,0,0,0,0
1,0.1019059,0.5607268,1,0.5783411,1,3,0,4,0,0.5607268,1,0.1019059,1,0.5783411,1,3,0,4,0
1,0.1334642,0.594365,1,0.5451064,1,4,0,5,0,0.594365,1,0.1334642,1,0.5451064,1,4,0,5,0
0,-0.4631033,0.2956279,0,0.2605765,0,0,3,0,3,0.2956279,0,-0.4631033,0,0.2605765,0,0,3,0,3
0,-0.4087442,0.2761716,0,0.2684484,0,0,4,1,4,0.2761716,0,-0.4087442,0,0.2684484,0,0,4,1,4
0,-0.4476568,0.3185966,0,0.2956279,0,0,5,0,5,0.3185966,0,-0.4476568,0,0.2956279,0,0,5,0,5
0,-0.5710531,0.2501231,0,0.2371077,0,0,1,0,1,0.2501231,0,-0.5710531,0,0.2371077,0,0,1,0,1
0,-0.4611122,0.2099693,0,0.2144734,0,0,2,1,2,0.2099693,0,-0.4611122,0,0.2144734,0,0,2,1,2
1,0.6432608,0.4678823,1,0.3252227,1,1,0,1,0,0.4678823,1,0.6432608,1,0.3252227,1,1,0,1,0
0,-0.0728971,0.3554273,0,0.4042455,0,0,1,0,1,0.3554273,0,-0.0728971,0,0.4042455,0,0,1,0,1
0,-0.2382131,0.422385,0,0.4312055,0,0,2,0,2,0.422385,0,-0.2382131,0,0.4312055,0,0,2,0,2
0,-0.1552299,0.3546288,0,0.3554273,0,0,3,0,3,0.3546288,0,-0.1552299,0,0.3554273,0,0,3,0,3
1,0.1243643,0.5464513,1,0.3850141,0,0,3,0,3,0.5464513,1,0.1243643,1,0.3850141,0,0,3,0,3
1,0.0929027,0.5856327,1,0.5621821,1,1,0,1,0,0.5856327,1,0.0929027,1,0.5621821,1,1,0,1,0
1,0.2388012,0.3699833,0,0.5464513,1,2,0,2,0,0.3699833,0,0.2388012,1,0.5464513,1,2,0,2,0
0,-0.3171715,0.2946079,0,0.2692869,0,0,2,0,4,0.2946079,0,-0.3171715,0,0.2692869,0,0,2,0,4
0,-0.4107841,0.21301,0,0.3355005,0,0,3,0,5,0.21301,0,-0.4107841,0,0.3355005,0,0,3,0,5
0,-0.5693462,0.1903619,0,0.2946079,0,0,4,0,6,0.1903619,0,-0.5693462,0,0.2946079,0,0,4,0,6
0,-0.4557683,0.2241476,0,0.4243498,0,0,1,0,1,0.2241476,0,-0.4557683,0,0.4243498,0,0,1,0,1
0,-0.4656637,0,0,0.2721158,0,0,2,0,2,0,0,-0.4656637,0,0.2721158,0,0,2,0,2
0,-1,0,0,0.2241476,0,0,3,0,3,0,0,-1,0,0.2241476,0,0,3,0,3
0,-0.1521522,0.448906,0,0.4427236,0,0,3,1,3,0.448906,0,-0.1521522,0,0.4427236,0,0,3,1,3
0,-0.102188,0.3060774,0,0.4239239,0,0,4,0,4,0.3060774,0,-0.102188,0,0.4239239,0,0,4,0,4
1,0.2060864,0.5137554,1,0.3727164,0,0,1,0,1,0.5137554,1,0.2060864,1,0.3727164,0,0,1,0,1
0,-0.2801255,0.3255149,0,0.3199239,0,0,4,0,4,0.3255149,0,-0.2801255,0,0.3199239,0,0,4,0,4
0,-0.3489703,0.3680304,0,0.3599373,0,0,0,1,0,0.3680304,0,-0.3489703,0,0.3599373,0,0,0,1,0
0,-0.2639393,0.4743122,0,0.3255149,0,0,1,0,1,0.4743122,0,-0.2639393,0,0.3255149,0,0,1,0,1
0,-0.1264756,0.2539169,0,0.3908986,0,0,1,0,1,0.2539169,0,-0.1264756,0,0.3908986,0,0,1,0,1
0,-0.4393204,0.2305769,0,0.4224061,0,0,2,0,2,0.2305769,0,-0.4393204,0,0.4224061,0,0,2,0,2
0,-0.4505727,0.1566502,0,0.2539169,0,0,3,0,3,0.1566502,0,-0.4505727,0,0.2539169,0,0,3,0,3
0,-0.1549038,0.3288981,0,0.3934201,0,3,1,5,1,0.3288981,0,-0.1549038,0,0.3934201,0,3,1,5,1
0,-0.3236095,0.2998489,0,0.3849988,0,0,2,0,2,0.2998489,0,-0.3236095,0,0.3849988,0,0,2,0,2
0,-0.3236177,0.2029054,0,0.3288981,0,0,3,0,3,0.2029054,0,-0.3236177,0,0.3288981,0,0,3,0,3
0,-0.4119729,0,0,0.2839456,0,0,2,0,2,0,0,-0.4119729,0,0.2839456,0,0,2,0,2
0,-1,0.2495877,0,0.2940136,0,0,3,0,3,0.2495877,0,-1,0,0.2940136,0,0,3,0,3
0,-0.5008246,0,0,0,0,0,4,0,4,0,0,-0.5008246,0,0,0,0,4,0,4
1,0.0064162,0.55212,1,0.5042132,1,1,0,1,1,0.55212,1,0.0064162,1,0.5042132,1,1,0,1,1
1,0.1290977,0.6178143,1,0.4909413,1,2,0,2,0,0.6178143,1,0.1290977,1,0.4909413,1,2,0,2,0
0,-0.087314,0.4268988,0,0.314539,0,0,1,0,1,0.4268988,0,-0.087314,0,0.314539,0,0,1,0,1
0,-0.1436559,0.4193427,0,0.4086,0,0,4,0,4,0.4193427,0,-0.1436559,0,0.4086,0,0,4,0,4
0,-0.1613146,0.4180535,0,0.4281721,0,0,5,0,5,0.4180535,0,-0.1613146,0,0.4281721,0,0,5,0,5
0,-0.163893,0.4033185,0,0.4193427,0,0,0,1,0,0.4033185,0,-0.163893,0,0.4193427,0,0,0,1,0
1,0.032704,0.4722391,1,0.4212985,0,0,6,0,6,0.4722391,1,0.032704,1,0.4212985,0,0,6,0,6
1,0.0273983,0.4493636,0,0.516352,1,1,0,1,0,0.4493636,0,0.0273983,1,0.516352,1,1,0,1,0
0,-0.029294,0.5220842,1,0.4722391,1,2,0,2,0,0.5220842,1,-0.029294,0,0.4722391,1,2,0,2,0
1,0.0965452,0.66631,1,0.2979852,0,0,0,0,0,0.66631,1,0.0965452,1,0.2979852,0,0,0,0,0
1,0.3326201,0.5576108,1,0.5276678,1,1,0,1,0,0.5576108,1,0.3326201,1,0.5276678,1,1,0,1,0
1,0.1152216,0.5504775,1,0.66631,1,2,0,2,0,0.5504775,1,0.1152216,1,0.66631,1,2,0,2,0
0,-0.0863976,0.4909419,0,0.4420491,0,0,2,0,4,0.4909419,0,-0.0863976,0,0.4420491,0,0,2,0,4
0,-0.0055884,0.4178617,0,0.4337074,0,0,3,0,5,0.4178617,0,-0.0055884,0,0.4337074,0,0,3,0,5
0,-0.1567154,0.3478359,0,0.4909419,0,0,0,1,0,0.3478359,0,-0.1567154,0,0.4909419,0,0,0,1,0
0,-0.4905504,0.4011534,0,0.3647273,0,0,2,0,2,0.4011534,0,-0.4905504,0,0.3647273,0,0,2,0,2
0,-0.1976931,0.4267947,0,0.2547248,0,0,3,0,3,0.4267947,0,-0.1976931,0,0.2547248,0,0,3,0,3
0,-0.2996875,0.2976651,0,0.2458811,0,0,1,0,1,0.2976651,0,-0.2996875,0,0.2458811,0,0,1,0,1
0,-0.3221405,0.378397,0,0.3391898,0,0,1,0,1,0.378397,0,-0.3221405,0,0.3391898,0,0,1,0,1
0,-0.2432061,0.381106,0,0.3272895,0,0,2,0,2,0.381106,0,-0.2432061,0,0.3272895,0,0,2,0,2
0,-0.2157184,0.4131262,0,0.378397,0,0,3,0,3,0.4131262,0,-0.2157184,0,0.378397,0,0,3,0,3
1,0.0637397,0.5027731,1,0.3592205,0,0,7,0,7,0.5027731,1,0.0637397,1,0.3592205,0,0,7,0,7
1,0.0395518,0.4564317,0,0.5170627,1,1,0,1,0,0.4564317,0,0.0395518,1,0.5170627,1,1,0,1,0
0,-0.0250381,0.2472915,0,0.5027731,1,0,0,0,1,0.2472915,0,-0.0250381,0,0.5027731,1,0,0,0,1
1,0.6338011,0.7902604,1,0.7999149,1,8,0,8,0,0.7902604,1,0.6338011,1,0.7999149,1,8,0,8,0
1,0.585517,0.7629342,1,0.8064615,1,9,0,9,0,0.7629342,1,0.585517,1,0.8064615,1,9,0,9,0
1,0.5660608,0.7789419,1,0.7902604,1,10,0,10,0,0.7789419,1,0.5660608,1,0.7902604,1,10,0,10,0
1,0.1513796,0.6830615,1,0.5634477,1,5,0,5,0,0.6830615,1,0.1513796,1,0.5634477,1,5,0,5,0
1,0.366123,0.9317784,1,0.565594,1,6,0,6,2,0.9317784,1,0.366123,1,0.565594,1,6,0,6,2
1,0.8635567,0.6482451,1,0.6830615,1,7,0,7,0,0.6482451,1,0.8635567,1,0.6830615,1,7,0,7,0
1,0.1656963,0.5725274,1,0.5524114,1,4,0,4,0,0.5725274,1,0.1656963,1,0.5524114,1,4,0,4,0
1,0.1450548,0.6478649,1,0.5663556,1,5,0,5,0,0.6478649,1,0.1450548,1,0.5663556,1,5,0,5,0
0,-0.2365613,0.3679275,0,0.3844696,0,0,1,0,1,0.3679275,0,-0.2365613,0,0.3844696,0,0,1,0,1
0,-0.3479785,0.285881,0,0.2821815,0,0,2,0,2,0.285881,0,-0.3479785,0,0.2821815,0,0,2,0,2
0,-0.4282379,0.3663938,0,0.3173684,0,0,3,0,3,0.3663938,0,-0.4282379,0,0.3173684,0,0,3,0,3
0,-0.2672124,0.4325558,0,0.285881,0,0,4,0,4,0.4325558,0,-0.2672124,0,0.285881,0,0,4,0,4
1,0.3849683,0.4510773,0,0.6013988,1,6,0,6,0,0.4510773,0,0.3849683,1,0.6013988,1,6,0,6,0
0,-0.0816178,0.4199422,0,0.6924841,1,0,0,0,0,0.4199422,0,-0.0816178,0,0.6924841,1,0,0,0,0
0,-0.1487924,0.6620793,1,0.4510773,0,0,1,0,1,0.6620793,1,-0.1487924,0,0.4510773,0,0,1,0,1
1,0.0899333,0.4699004,1,0.3013815,0,0,7,1,7,0.4699004,1,0.0899333,1,0.3013815,0,0,7,1,7
1,0.0195451,0.459796,0,0.5449666,1,0,0,0,2,0.459796,0,0.0195451,1,0.5449666,1,0,0,0,2
0,-0.080408,0.3329613,0,0.4699004,1,1,0,1,0,0.3329613,0,-0.080408,0,0.4699004,1,1,0,1,0
0,-0.4533378,0.2424969,0,0.3018411,0,0,11,1,11,0.2424969,0,-0.4533378,0,0.3018411,0,0,11,1,11
0,-0.4645835,0.2659749,0,0.2431315,0,0,12,0,12,0.2659749,0,-0.4645835,0,0.2431315,0,0,12,0,12
0,-0.4223221,0.2463282,0,0.2424969,0,0,13,1,13,0.2463282,0,-0.4223221,0,0.2424969,0,0,13,1,13
1,0.1215721,0.6198911,1,0.5445982,1,9,7,9,8,0.6198911,1,0.1215721,1,0.5445982,1,9,7,9,8
1,0.2397822,0.5701963,1,0.5519593,1,10,0,10,0,0.5701963,1,0.2397822,1,0.5519593,1,10,0,10,0
0,-0.2968587,0.319719,0,0.3045571,0,0,1,0,1,0.319719,0,-0.2968587,0,0.3045571,0,0,1,0,1
1,0.2239035,0.5579053,1,0.5374576,1,1,0,1,0,0.5579053,1,0.2239035,1,0.5374576,1,1,0,1,0
1,0.1158106,0.6466866,1,0.6119518,1,2,0,2,0,0.6466866,1,0.1158106,1,0.6119518,1,2,0,2,0
1,0.2933731,0.6285589,1,0.5579053,1,3,0,3,0,0.6285589,1,0.2933731,1,0.5579053,1,3,0,3,0
0,-0.0055232,0.3498557,0,0.3386077,0,0,2,1,2,0.3498557,0,-0.0055232,0,0.3386077,0,0,2,1,2
0,-0.3002886,0.3347508,0,0.4972384,0,0,3,0,3,0.3347508,0,-0.3002886,0,0.4972384,0,0,3,0,3
0,-0.3304984,0.4293553,0,0.3498557,0,0,4,0,4,0.4293553,0,-0.3304984,0,0.3498557,0,0,4,0,4
0,-0.1001619,0.4428242,0,0.3398524,0,0,5,0,5,0.4428242,0,-0.1001619,0,0.3398524,0,0,5,0,5
0,-0.1143515,0.3949017,0,0.449919,0,0,6,0,6,0.3949017,0,-0.1143515,0,0.449919,0,0,6,0,6
0,-0.2101966,0.3156956,0,0.4428242,0,0,7,1,7,0.3156956,0,-0.2101966,0,0.4428242,0,0,7,1,7
0,-0.6247507,0.509916,1,0.2792578,0,0,0,0,0,0.509916,1,-0.6247507,0,0.2792578,0,0,0,0,0
1,0.019832,0.568707,1,0,0,0,0,0,0,0.568707,1,0.019832,1,0,0,0,0,0,0
1,0.173841,0.5902411,1,0.509916,1,1,0,1,0,0.5902411,1,0.173841,1,0.509916,1,1,0,1,0
0,-0.340332,0.4518335,0,0.4582367,0,0,1,1,2,0.4518335,0,-0.340332,0,0.4582367,0,0,1,1,2
0,-0.096333,0.3222509,0,0.329834,0,0,2,0,3,0.3222509,0,-0.096333,0,0.329834,0,0,2,0,3
0,-0.1387486,0.3379934,0,0.4080965,0,0,1,0,1,0.3379934,0,-0.1387486,0,0.4080965,0,0,1,0,1
0,-0.3249046,0.2817315,0,0.2730327,0,0,4,0,4,0.2817315,0,-0.3249046,0,0.2730327,0,0,4,0,4
0,-0.436537,0.3620646,0,0.3375477,0,0,5,0,5,0.3620646,0,-0.436537,0,0.3375477,0,0,5,0,5
0,-0.2758708,0.3960063,0,0.2817315,0,0,6,0,6,0.3960063,0,-0.2758708,0,0.2817315,0,0,6,0,6
0,-0.1203107,0.324002,0,0.399904,0,0,0,0,0,0.324002,0,-0.1203107,0,0.399904,0,0,0,0,0
0,-0.3519959,0.4086483,0,0.4261752,0,0,1,2,1,0.4086483,0,-0.3519959,0,0.4261752,0,0,1,2,1
